Id,Category,Title,Description
1156,2,Nesterenko Takes Gold,Yuliya Nesterenko ends two decades of American dominance in the 100 meters with a closing surge to catch Lauryn Williams.
1157,1,Nepal army sends reinforcements,Extra  troops are sent to a remote area in west Nepal after 20 troops die in a clash with Maoist rebels.
1158,4,Radiation Is Questioned in Breast Cancer Surgery After Age 70,Radiation treatments routinely given after surgery to remove small breast tumors may not be necessary for women over age 70 if they are taking the cancer drug tamoxifen.
1159,2,Mrs A could mean far more to London than Mrs B,"Many said these Games would be a shambles, but they turned out to be sensational. Sensational not just because of the virtual dope-of-the-day revelations but in their ancient concept and their modern execution."
1160,1,Applying the Geneva Convention,"The veteran guardians of the wall, who are called at all times to rally round the hasbara flag when the enemy once again brings up the anti-Israel canard regarding the application of the "
1161,2,NASCARS Finest Call,Its sad to think that NASCAR has gotten so good at this. Weve watched their response to tragedy too many times not to recognize the seriousness of a situation.
1162,3,Bad Day for Drug Companies - and Patients,"Investors in pharmaceuticals were dealt a triple whammy on Friday as Pfizer Inc, AstraZeneca Plc and Eli Lilly and Co all shocked the market with bad news about key products."
1163,1,"Palestinian Militant Gets Vote, Israel Cries Foul"," JERUSALEM (Reuters) - Palestinian election officials have  given voting rights to a jailed militant accused of ordering  the killing of an Israeli minister, in a move Israel called a  sign that Palestinian democracy was badly flawed."
1164,4,FCC Adopts Rules for Broadband over Power Lines,"Many telecommunications officials and some FCC officials cite BPL as a reason for deregulation. They say that three wired choices, plus wireless offerings, would guarantee that no company could gain monopoly power."
1165,3,Abbott Seeks Foothold in Stent Business," CHICAGO (Reuters) - Abbott Laboratories Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ABT.N target=/stocks/quickinfo/fullquote""&gt;ABT.N&lt;/A&gt; is  betting \$1 billion in deals and the start of a new clinical  trial will finally get Wall Street to focus on its  cardiovascular device business."
1166,2,Schilling questionable for Game 5 with dislocated tendon,NEW YORK -- Curt Schilling #39;s postseason might come to a premature end because of a dislocated tendon in his right ankle. Boston team doctor William Morgan said Wednesday afternoon that Red Sox trainers will 
1167,4,Earth to see total eclipse of the moon,"Trick-or-treaters can expect an early Halloween treat on Wednesday night, when a total lunar eclipse makes the moon look like a glowing pumpkin."
1168,2,ELI EASES INTO ROLE AS SAVIOR,"November 19, 2004 -- ELI MANNING is The Prince summoned to make the Giants kings of the NFL again, and New York hasn #39;t hyperventilated over a quarterback like this since Joe Namath rode into town on his white horse and white shoes 40 years ago."
1169,4,Customers Anxious at PeopleSoft Gathering (AP),"AP - PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s  #36;7.7 billion takeover bid looming larger than ever."
1170,2,Morris has high stakes in Game 6,ST. LOUIS  A good outing today potentially could have a two-fold effect for Cardinals starter Matt Morris. Not only will he go a long way toward keeping his team alive in the National 
1171,4,Next space station crew to launch,"Expedition 10, the latest crew to take up residence on the International Space Station, is set to launch from Kazakhstan."
1172,2,SEARCHING FOR A HOME?,"The deal to move the Expos to Washington, DC, is, as Mayor Anthony Williams puts it,  quot;in jeopardy. quot; If it falls apart, baseball will not resume talks with other cities until after Dec. 31, and it #39;s unclear where the Expos would play this season."
1173,2,Sorry Sonia trails in last,The Cobh athlete recorded a time of 16 minutes and 20.90 seconds - over one and half minutes slower than her run in Australia - to finish in 14th position.
1174,2,Gunners roll; United struggles to tie,"LONDON -- Arsenal extended its record unbeaten run with a 4-1 win at Norwich City and Chelsea topped Southampton 2-1 Saturday, but Manchester United needed a stoppage-time equalizer to draw 1-1 with 10-man Blackburn Rovers."
1175,3,Currencies: Dollar falls as traders await Fed testimony,"NEW YORK The dollar fell against the euro and the yen amid optimism over Japanese growth and as traders awaited congressional testimony by the Federal Reserve chairman, Alan Greenspan."
1176,2,Mourinho tips Kezman to take chance,"CHELSEA meet their nouveau riche counterparts from Russia tonight, but Jos Mourinhos desire for a compact squad has left him with a lack of strength up front for the Champions League encounter with CSKA Moscow."
1177,1,Ex-Macedonian minister arrested,A former Macedonian minister is arrested in Croatia accused of ordering the murder of seven Asians.
1178,2,Italian Wins Bizarre Men's Marathon (AP),AP - Stafano Baldini of Italy took the lead two miles from the finish to win the gold medal and American Meb Keflezighi took a stunning silver Sunday in an Olympic marathon disrupted by a costumed intruder who grabbed the race leader with about three miles to go.
1179,4,Live digital TV arrives on mobile phones,"TV addicts need never again be far away from their next digital telly fix, thanks to a chip being developed by Texas Instruments (TI) for mobile phones."
1180,1,The Rediff Special/rediff.com Newsdesk,"Twenty years after the world #39;s worst industrial disaster killed 7,000 people, maimed thousands for life, and eventually claimed at least 15,000 more lives, the survivors of the Bhopal gas tragedy still await justice."
1181,3,Stocks Set for Slightly Weak Open," NEW YORK (Reuters) -  U.S. stocks looked to open slightly  weaker on Monday, as a drop in crude prices looked to be offset  by lower technology shares, led by Microsoft as the stock goes  ex-dividend."
1182,2,Ravens Look Ahead,The uncharacteristic performance of the Ravens' defense is still a touchy subject with linebacker Ray Lewis.
1183,3,Dow Up Again as Stocks Log Second Straight Week of Gains,"Tech stocks shone for a second straight day, this time with Dell in the lead after it posted a 25 percent increase in third-quarter profits and matched forecasts for its outlook."
1184,3,BIG HIKE IN ENERGY BILLS,"The company says the record price of wholesale gas, which also effects the cost of electricity, is to blame. A spokesman said the increases would add an extra 7p a day to electricity bills."
1185,3,Carmakers Face Huge Retiree Health Care Costs,"For older domestic manufacturers like General Motors, health care represents a severe financial burden."
1186,3,"China to strive for prudent, stable fiscal, monetary policies in &lt;b&gt;...&lt;/b&gt;",BEIJING (AFP) - China #39;s leaders have wrapped up a key economic meeting pledging to strive for stable economic growth next year with an emphasis on quality and efficiency rather than simply a high growth rate.
1187,4,Hacker Arrested for Selling Microsoft Code,Federal prosecutors are charging a Connecticut man with illegally selling source code for the Microsoft Windows NT 4.0 and Windows 2000 operating systems.
1188,1,Pakistan will oppose India for permanent UNSC seat,"NEW YORK: Pakistan will strongly oppose Indias bid to become a permanent member of the United Nations Security Council (UNSC), Pakistans permanent representative to the UN Munir Akram told a group of Pakistani journalists on Saturday."
1189,4,France fries cell phones,Performance venues there can now install signal-jamming equipment to deal with rude mobile-phone users.
1190,4,VMware previews virtual server,"Hoping to keep the heat on archrival Microsoft, VMware on Wednesday will give developers a glimpse of an early version of its Virtual SMP product that allows a single virtual machine to work with as many as four processors, which in turn can more effectively drive mission-critical applications."
1191,3,Royal Dutch/Shell Fined \$150 Million,Description: Royal Dutch/Shell agrees to pay more than \$150 million to settle fraud charges in the United States and Britain. The company was accused of overstating its proven oil and gas reserves by more than 20 percent.
1192,1,"Violence greets Iraq poll campaign, Saddam meets lawyer, hostage &lt;b&gt;...&lt;/b&gt;","BAGHDAD (AFP) - An Italian hostage was reported killed in Iraq, adding to the violence as campaigning started for the first post-Saddam Hussein elections, while for the first time since his capture a year ago the ousted president met his family-appointed "
1193,4,Singapore #39;s investment in Radio Frequency Identification paying &lt;b&gt;...&lt;/b&gt;,SINGAPORE : A government-initiated plan to upgrade the technology used by logistics players is paying off. The plan involves getting industry players to develop tags using Radio Frequency Identification or RFID technology.
